Headline	Article	Publication	Reliability Range (Interactive MB)	Bias Range (Interactive MB)	Audience (Interactive MB)	MB/FC Slant	Rank Number	Date Recorded	Within 24 Hours?	Bipartisan Press Bias
Will Foxconn Billionaire Terry Gou’s COVID-19 Vaccine Deal Bring Taiwan Closer to China?	https://news.yahoo.com//foxconn-billionaire-terry-gou-covid-050456452.html	Time				Left-Center	26.0	July 25, 2021	True	-2.690344
The 'QAnon Shaman' is in plea negotiations after being diagnosed with mental illnesses, including schizophrenia and bipolar disorder, report says	https://news.yahoo.com//qanon-shaman-plea-negotiations-being-003139848.html	Business Insider				Left-Center	27.0	July 25, 2021	True	-0.958388
The Disturbing Story Behind Tucker Carlson’s Favorite Black Cop	https://news.yahoo.com//disturbing-story-behind-tucker-carlson-002512170.html	The Daily Beast				Left	28.0	July 25, 2021	True	-11.04786
How Russia is skirting ban on nationality markers at Olympics	https://news.yahoo.com//russia-skirting-ban-nationality-markers-145328540.html	The Week				Left	29.0	July 25, 2021	False	-1.831472
Fact check: Pfizer, Moderna vaccines don't pose 'any obvious safety signals' in pregnancy, study found	https://news.yahoo.com//fact-check-pfizer-moderna-vaccines-192218777.html	USA TODAY				Left-Center	30.0	July 25, 2021	True	-0.025503
										ERROR
Rookie Bankers Sour on Wall Street's Pitch of Big Pay and Long Hours	https://news.yahoo.com//rookie-bankers-sour-wall-streets-120304359.html	The New York Times				Left-Center	1.0	July 26, 2021	True	-4.505459
Making sense of conservatives’ sudden vaccine endorsements	https://news.yahoo.com//making-sense-of-conservatives-sudden-vaccine-endorsements-150144023.html	Yahoo News 360					2.0	July 26, 2021	True	-3.334959
Salmon for Norway, Chernobyl for Ukraine: Korean broadcaster apologizes for 'inexcusable' Olympics gaffe	https://news.yahoo.com//salmon-norway-chernobyl-ukraine-korean-175203385.html	Washington Post				Left-Center	3.0	July 26, 2021	True	-3.318648
A Common Heart Problem That's Easy to Miss	https://news.yahoo.com//common-heart-problem-thats-easy-121634758.html	The New York Times				Left-Center	4.0	July 26, 2021	True	-5.226686
Former Sen. Barbara Boxer assaulted and robbed	https://www.yahoo.com/gma/former-sen-barbara-boxer-assaulted-231000046.html	ABC News				Left-Center	5.0	July 26, 2021	True	1.447209
As Delta variant spreads, so do vaccine mandates	https://news.yahoo.com//as-delta-variant-spreads-so-do-vaccine-mandates-203940945.html	Yahoo News				Left-Center	6.0	July 26, 2021	True	-0.060629
5 dead, including a sheriff's deputy, in the wake of California standoff	https://news.yahoo.com//5-dead-including-sheriffs-deputy-185030898.html	NBC News				Left-Center	7.0	July 26, 2021	True	0.483127
Lightfoot says she would 'absolutely' exclude white journalists from interviews again	https://news.yahoo.com//lightfoot-says-she-absolutely-exclude-185800767.html	Washington Examiner				Right	8.0	July 26, 2021	True	-0.079048
At least 8 killed in 22-car pileup in Utah during sandstorm	https://news.yahoo.com//least-6-killed-20-car-034237225.html	Associated Press				Neutral	9.0	July 26, 2021	False	0.117846
House rejects GOP effort to seat McCarthy's choices for Jan. 6 select panel	https://news.yahoo.com//house-rejects-gop-effort-seat-235505305.html	Axios				Left-Center	10.0	July 26, 2021	True	-2.593241
Gunman kills 1, injures 3 before he is stoned to death in Fort Worth, police say	https://news.yahoo.com//gunman-kills-1-injuries-3-112345345.html	Fort Worth Star-Telegram				Right-Center	11.0	July 26, 2021	True	0.435535
California will require state and healthcare workers to show proof of vaccination or regular negative tests	https://news.yahoo.com//california-require-state-healthcare-workers-185300615.html	Washington Examiner				Right	12.0	July 26, 2021	True	-0.045526
Extreme drought pushes 2 major U.S. lakes to historic lows	https://news.yahoo.com//extreme-drought-pushes-2-major-051134366.html	Axios				Left-Center	13.0	July 26, 2021	True	-7.003574
Family: Last victim ID'd in Florida condo building collapse	https://news.yahoo.com//brother-last-victim-idd-florida-185004022.html	Associated Press				Neutral	14.0	July 26, 2021	True	-1.310165
McCarthy makes last-ditch effort to seat GOP picks on Jan. 6 committee	https://news.yahoo.com//mccarthy-makes-last-ditch-effort-232800215.html	Washington Examiner				Right	15.0	July 26, 2021	True	5.422394
Dad sees ex-wife and her boyfriend at son’s soccer game and kills them, Texas cops say	https://news.yahoo.com//dad-sees-ex-wife-her-231644498.html	Fort Worth Star-Telegram				Right-Center	16.0	July 26, 2021	True	
Family: Last victim identified in Florida condo building collapse	https://news.yahoo.com//family-last-victim-identified-florida-221431818.html	Yahoo News Video				Questionable Source	17.0	July 26, 2021	True	-0.991183
Trump endorses Paxton over Bush in Texas attorney general race	https://news.yahoo.com//trump-endorses-paxton-over-bush-014148543.html	NBC News				Left-Center	18.0	July 26, 2021	True	-3.14587
Search for missing Pennsylvania woman intensifies two weeks after she disappeared after leaving friend's house in Philadelphia	https://news.yahoo.com//search-missing-pennsylvania-woman-intensifies-235022508.html	NBC News				Left-Center	19.0	July 26, 2021	True	3.44519
This Idaho hot springs was shut down 5 years ago. It won’t reopen for at least 5 more	https://news.yahoo.com//idaho-hot-springs-shut-down-214129490.html	Idaho Statesman				Neutral	20.0	July 26, 2021	True	-1.070941
Former US Sen. Barbara Boxer assaulted, robbed in California	https://news.yahoo.com//former-us-sen-barbara-boxer-234427141.html	Associated Press				Neutral	21.0	July 26, 2021	True	0.39629
"Thousands evacuated as ""erratic"" wildfires rage in California"	https://news.yahoo.com//thousands-evacuated-erratic-wildfires-rage-121355608.html	CBS News				Left-Center	22.0	July 26, 2021	True	
NC doctor sought 2 hours of sex a month with nurse in blackmail plot, lawsuit says	https://news.yahoo.com//nc-doctor-sought-2-hours-171835508.html	Charlotte Observer				Left-Center	23.0	July 26, 2021	True	-3.834933
Scientists discover a massive field of nuclear silos in China, signaling a significant nuclear expansion in the country	https://news.yahoo.com//scientists-discover-massive-field-nuclear-044323563.html	INSIDER				Left-Center	24.0	July 26, 2021	True	-3.991871
White House press secretary Jen Psaki says Biden doesn't want to 'fight' Fox News after Trump 'completely destroyed trust in media' and institutions	https://news.yahoo.com//white-house-press-sec-jen-145325598.html	Business Insider				Left-Center	25.0	July 26, 2021	True	-3.798049
Australian sports writer doesn't think Naomi Osaka is Japanese enough to light Olympic torch	https://news.yahoo.com//australian-sports-writer-doesnt-think-183143436.html	NextShark					26.0	July 26, 2021	True	1.170236
McCarthy calls Reps. Cheney and Kinzinger “Pelosi Republicans” after they joined the Jan. 6 Select Committee	https://news.yahoo.com//mccarthy-calls-reps-cheney-kinzinger-182317470.html	Yahoo News Video				Questionable Source	27.0	July 26, 2021	True	6.614015
Matt Gaetz’s Future Sister-in-Law Says He’s a Gaslighting ‘Creep’	https://news.yahoo.com//matt-gaetz-future-sister-law-015752535.html	The Daily Beast				Left	28.0	July 26, 2021	True	-6.927786
A Tennessee pastor has threatened to kick mask-wearing churchgoers from his congregation	https://news.yahoo.com//tennessee-pastor-threatened-kick-mask-032548354.html	INSIDER				Left-Center	29.0	July 26, 2021	True	-2.136908
All About the $130 Million Mega-Yacht Where Jennifer Lopez Reportedly Celebrated Her Birthday With Ben Affleck	https://news.yahoo.com//130-million-mega-yacht-where-210240441.html	Architectural Digest				Left	30.0	July 26, 2021	True	0.144638
										ERROR
HIPAA and COVID vaccines: What Rep. Marjorie Taylor Greene and Cowboys quarterback Dak Prescott get wrong	https://news.yahoo.com//hipaa-and-covid-vaccines-what-rep-marjorie-taylor-green-and-cowboys-quarterback-dak-prescott-get-wrong-195447388.html	Yahoo News				LEFT-CENTER BIAS	1.0	July 27, 2021	True	-8.15136
Europeans increasingly frustrated as White House maintains Trump-era covid travel restrictions	https://news.yahoo.com//europeans-increasingly-frustrated-white-house-131423155.html	Washington Post				LEFT-CENTER BIAS	2.0	July 27, 2021	True	-3.578743
Man gets life for killing woman who mistook his car for Uber	https://news.yahoo.com//prosecutors-south-carolina-man-killed-154331331.html	Associated Press				LEAST BIASED	3.0	July 27, 2021	True	-0.003943
Evangelical pastor demands churchgoers ditch their masks: 'Don't believe this delta variant nonsense'	https://news.yahoo.com//evangelical-pastor-demands-churchgoers-ditch-101435205.html	Washington Post				LEFT-CENTER BIAS	4.0	July 27, 2021	True	-6.073839
Here's what could happen to the Trump Organization now	https://news.yahoo.com//heres-could-happen-trump-organization-163610985.html	Washington Post				LEFT-CENTER BIAS	5.0	July 27, 2021	True	-12.092926
A San Diego Zoo snow leopard was coughing. A test showed he had covid-19.	https://news.yahoo.com//san-diego-zoo-snow-leopard-214639467.html	Washington Post				LEFT-CENTER BIAS	6.0	July 27, 2021	False	-2.430401
Rep. Stephanie Murphy says officers at the Capitol on Jan. 6 saved her life: 'Your actions had a profound impact on me'	https://news.yahoo.com//rep-stephanie-murphy-says-officers-at-the-capitol-on-jan-6-saved-her-life-your-actions-had-a-profound-impact-on-me-174255244.html	Yahoo News				LEFT-CENTER BIAS	7.0	July 27, 2021	True	-0.505857
Patients died after operations to remove objects left inside them were cancelled due to Covid	https://news.yahoo.com//patients-died-operations-remove-objects-151737182.html	The Telegraph				RIGHT BIAS	8.0	July 27, 2021	True	-1.953783
Some in GOP move to kick out Cheney and Kinzinger and make shunning official	https://news.yahoo.com//gop-move-kick-cheney-kinzinger-214300698.html	Washington Examiner				RIGHT BIAS	9.0	July 27, 2021	True	10.888067
Border Patrol Released 50,000 Migrants into U.S. without Court Date: Report	https://news.yahoo.com//border-patrol-released-50-000-193351843.html	National Review				RIGHT BIAS	10.0	July 27, 2021	True	2.896925
Placemats Make Every Day a Party	https://news.yahoo.com//placemats-every-day-party-140000466.html	Architectural Digest				LEFT BIAS	11.0	July 27, 2021	True	-0.130622
Vaccinated people infected with delta variant might be contagious, CDC says in justifying mask guidance	https://news.yahoo.com//vaccinated-people-infected-delta-variant-205200402.html	Washington Examiner				RIGHT BIAS	12.0	July 27, 2021	True	1.108639
George P. Bush learns the GOP's Trump lesson the hard way	https://news.yahoo.com//george-p-bush-learns-gops-171943529.html	The Week				LEFT BIAS	13.0	July 27, 2021	True	-20.718407
Four women were killed in a crash in the Keys. Their families deserve $12M, a jury says	https://news.yahoo.com//four-women-were-killed-crash-213838988.html	Miami Herald				LEFT-CENTER BIAS	14.0	July 27, 2021	True	
Kinzinger Defends Lack of Probe into BLM Riots During January 6 Committee Hearing	https://news.yahoo.com//kinzinger-defends-lack-probe-blm-181950692.html	National Review				RIGHT BIAS	15.0	July 27, 2021	True	18.812506
Ten hours of sleep a night and a cheat day every week – how J-Lo looks this good at 52	https://news.yahoo.com//ten-hours-sleep-night-cheat-110858080.html	The Telegraph				RIGHT BIAS	16.0	July 27, 2021	True	-4.09252
Arizona audit: Republican liaison tells Insider the audit process has been 'very odd' and that he may resign	https://news.yahoo.com//arizona-audit-republican-liaison-tells-221212790.html	Business Insider				LEFT-CENTER BIAS	17.0	July 27, 2021	True	0.530164
Biden should extend student loan payment pause and cancel $50,000 for borrowers: Schumer	https://news.yahoo.com//biden-extend-student-loan-payment-164728344.html	USA TODAY Opinion					18.0	July 27, 2021	True	-4.775711
Goddess of weightlifting' wins first gold medal for Taiwan in Tokyo, sets three Olympic records	https://news.yahoo.com//goddess-weightlifting-wins-first-gold-000557878.html	NextShark					19.0	July 27, 2021	True	1.399388
Jan. 6 rioters told Capitol Police sergeant ‘You’re not even an American’	https://news.yahoo.com//jan-6-rioters-told-capitol-180602266.html	Yahoo News Video				QUESTIONABLE SOURCE	20.0	July 27, 2021	True	0.552424
Workmen digging a well in a man's backyard discovered a $100 million windfall - a cluster of 2.5 million sapphire carats	https://news.yahoo.com//workmen-digging-well-mans-backyard-030446643.html	INSIDER				LEFT-CENTER BIAS	21.0	July 27, 2021	True	-1.566077
The US military is changing the way it fights after it 'failed miserably' in a war game against an aggressive adversary who knew its playbook	https://news.yahoo.com//us-military-changing-way-fights-174619469.html	Business Insider				LEFT-CENTER BIAS	22.0	July 27, 2021	True	2.186513
Russia's risky flybys may be attempts at 'baiting us into shooting first,' top US admiral says	https://news.yahoo.com//russias-risky-flybys-may-attempts-214923845.html	Business Insider				LEFT-CENTER BIAS	23.0	July 27, 2021	True	-0.360951
DaBaby doubles down on homophobic rant with more offensive comments	https://news.yahoo.com//dababy-doubles-down-homophobic-rant-141029280.html	TheGrio				LEFT BIAS	24.0	July 27, 2021	True	-0.825124
Legendary competitive eater Joey Chestnut reveals what happened to his body after he ate 76 hot dogs and buns in 10 minutes	https://news.yahoo.com//legendary-competitive-eater-joey-chestnut-214602684.html	INSIDER				LEFT-CENTER BIAS	25.0	July 27, 2021	True	-1.641565
Florida Gov. Ron DeSantis Meets with Wild L.A. Vaccine Skeptic Despite Flooded Hospitals	https://news.yahoo.com//florida-gov-ron-desantis-meets-194918593.html	The Daily Beast				LEFT BIAS	26.0	July 27, 2021	True	-10.324296
DC police officer Daniel Hodges says Capitol rioters tried to recruit him because he was white: 'Are you my brother?'	https://news.yahoo.com//dc-police-officer-daniel-hodges-172538111.html	Business Insider				LEFT-CENTER BIAS	27.0	July 27, 2021	True	-10.697231
Officer Daniel Hodges refers to pro-Trump insurrectionists who attacked him on Jan. 6 as 'terrorists'	https://news.yahoo.com//officer-daniel-hodges-refers-pro-150415578.html	Business Insider				LEFT-CENTER BIAS	28.0	July 27, 2021	True	-12.106292
The Tokyo Olympics are turning into NBC's worst nightmare	https://news.yahoo.com//tokyo-olympics-turning-nbcs-worst-224645954.html	LA Times				LEFT-CENTER BIAS	29.0	July 27, 2021	True	0.808401
Marjorie Taylor Greene said she was sorry for comparing mask mandates to the Holocaust. Now she's saying private businesses not letting unvaccinated people in is 'segregation.'	https://news.yahoo.com//marjorie-taylor-greene-said-she-065430954.html	INSIDER				LEFT-CENTER BIAS	30.0	July 27, 2021	False	-6.498099
										ERROR
Is This the End of Summer as We've Known It?	https://news.yahoo.com//end-summer-weve-known-181857950.html	The New York Times				LEFT-CENTER BIAS	1.0	July 28, 2021	True	-10.804983
Biden Hater's Banners That Town Called Obscene Can Stay Up, Court Rules	https://news.yahoo.com//biden-haters-banners-town-called-121119332.html	The New York Times				LEFT-CENTER BIAS	2.0	July 28, 2021	True	-6.309371
Abhorrent': State Department to investigate swastika etched into elevator wall at the agency	https://news.yahoo.com//completely-abhorrent-state-department-investigate-190415371.html	USA TODAY				LEFT-CENTER BIAS	3.0	July 28, 2021	False	0.714692
Want a Vaccine Reservation in South Korea? Try Waiting 111 Hours.	https://news.yahoo.com//want-vaccine-reservation-south-korea-121129482.html	The New York Times				LEFT-CENTER BIAS	4.0	July 28, 2021	True	-4.676712
Iowa Gov. Kim Reynolds blames unvaccinated migrants for recent Covid spike	https://news.yahoo.com//iowa-gov-kim-reynolds-blames-150800150.html	NBC News				LEFT-CENTER BIAS	5.0	July 28, 2021	True	-2.107036
Republicans Are Blaming Pelosi for Jan. 6 Attack. Their Claims Don't Add Up.	https://news.yahoo.com//republicans-blaming-pelosi-jan-6-122152539.html	The New York Times				LEFT-CENTER BIAS	6.0	July 28, 2021	True	-12.778013
Marilyn Manson's attorneys ask for 'Game of Thrones' actress Esmé Bianco's sexual assault claims to be thrown out because of California's statute of limitations law	https://news.yahoo.com//marilyn-mansons-attorneys-ask-game-022739670.html	INSIDER				LEFT-CENTER BIAS	7.0	July 28, 2021	True	-5.352065
A TV commentator was fired for saying South Korean table tennis Olympians have eyes so 'narrow' he can't understand 'how they can see the ball'	https://news.yahoo.com//tv-commentator-fired-saying-south-024904377.html	INSIDER				LEFT-CENTER BIAS	8.0	July 28, 2021	True	-9.233395
Report: Larry Nassar has spent $10,000 on himself in prison, but paid victims only $300	https://news.yahoo.com//report-larry-nassar-spent-10-000949400.html	Axios				LEFT-CENTER BIAS	9.0	July 28, 2021	True	-7.497032
Hollywood actress Susan Sarandon joins protest outside AOC's office: 'We’re losing hope here that you represent us'	https://news.yahoo.com//hollywood-actress-susan-sarandon-joins-005200368.html	Washington Examiner				RIGHT BIAS	10.0	July 28, 2021	True	9.539375
Here's how seawater could be answer to California's drought	https://news.yahoo.com//heres-seawater-could-answer-californias-001218097.html	KGO – San Francisco				LEFT-CENTER BIAS	11.0	July 28, 2021	True	-4.259442
Florida county that's home to Disney World declares 'state of emergency' over surge in the Delta variant	https://news.yahoo.com//florida-county-thats-home-disney-222352551.html	Business Insider				LEFT-CENTER BIAS	12.0	July 28, 2021	True	-2.61228
TikTok star Anthony Barajas is in intensive care and an 18-year-old is dead after a shooting at a California movie theater	https://news.yahoo.com//tiktok-star-anthony-barajas-intensive-180512510.html	INSIDER				LEFT-CENTER BIAS	13.0	July 28, 2021	True	0.041136
An Iranian athlete left his country after being told to lose on purpose, won silver at the Olympics for Mongolia, and dedicated the medal to Israel	https://news.yahoo.com//iranian-athlete-left-country-being-151214644.html	INSIDER				LEFT-CENTER BIAS	14.0	July 28, 2021	True	-1.059994
Welcome to Miami? A weird-looking, noodle-shaped animal was just found in a canal	https://news.yahoo.com//welcome-miami-weird-looking-noodle-174825098.html	Miami Herald				LEFT-CENTER BIAS	15.0	July 28, 2021	True	0.220332
Meet the typical Costco shopper, a 39-year-old Asian American woman earning more than $125,000 a year	https://news.yahoo.com//meet-typical-costco-shopper-39-160228099.html	Business Insider				LEFT-CENTER BIAS	16.0	July 28, 2021	True	-0.612361
Ex-Missouri police chief pleads guilty to beating man who allegedly tried to drown baby	https://news.yahoo.com//ex-missouri-police-chief-pleads-010537218.html	Kansas City Star				LEFT-CENTER BIAS	17.0	July 28, 2021	True	0.039939
A Google executive in Singapore who has 40 hours of meetings a week told us how she avoids burnout, and it includes 5 pieces of 'calendar magic'	https://news.yahoo.com//google-executive-singapore-40-hours-090258870.html	Business Insider				LEFT-CENTER BIAS	18.0	July 28, 2021	False	-1.954966
A mom set a world record by delivering 9 babies. Her stomach weighed 65 pounds during pregnancy.	https://news.yahoo.com//mom-set-world-record-delivering-191103506.html	INSIDER				LEFT-CENTER BIAS	19.0	July 28, 2021	True	-2.439533
Conservative YouTuber Steven Crowder said that he could 'physically feel death' several days after a 'mild lung collapse'	https://news.yahoo.com//youtuber-steven-crowder-said-could-155359187.html	INSIDER				LEFT-CENTER BIAS	20.0	July 28, 2021	True	-6.916972
Astronomers see back of a black hole for first time, proving Albert Einstein was right	https://news.yahoo.com//astronomers-see-back-black-hole-141927796.html	The Telegraph				RIGHT BIAS	21.0	July 28, 2021	True	-2.6251
First Asian American curve model for SI Yumi Nu speaks out about fatphobia in Asian culture	https://news.yahoo.com//first-asian-american-curve-model-002156573.html	NextShark					22.0	July 28, 2021	True	-4.097289
A YouTuber bet a physicist $10,000 that a wind-powered vehicle could travel twice as fast as the wind itself - and won	https://news.yahoo.com//youtuber-bet-physicist-10-000-120100405.html	Business Insider				LEFT-CENTER BIAS	23.0	July 28, 2021	True	-1.739767
Legendary competitive eater Joey Chestnut reveals what happened to his body after he ate 76 hot dogs and buns in 10 minutes	https://news.yahoo.com//legendary-competitive-eater-joey-chestnut-214602684.html	INSIDER				LEFT-CENTER BIAS	24.0	July 28, 2021	False	-1.641565
Ashton Kutcher and Mila Kunis say they don't bathe their kids every day - and a pediatrician says they're on to something	https://news.yahoo.com//ashton-kutcher-mila-kunis-dont-193204391.html	INSIDER				LEFT-CENTER BIAS	25.0	July 28, 2021	False	-2.411237
Mark Zuckerberg's $23.4 million in security costs last year is more than the combined cost of keeping 10 other top execs safe	https://news.yahoo.com//facebook-spent-23-million-mark-124336342.html	Business Insider				LEFT-CENTER BIAS	26.0	July 28, 2021	True	-0.496333
Steph Curry visits Ah-Sam Florists in San Mateo to support small businesses as they reopen	https://news.yahoo.com//steph-curry-visits-ah-sam-193720288.html	NextShark					27.0	July 28, 2021	True	2.24446
Ohio woman attacks elderly Asian store owners after her card was declined	https://news.yahoo.com//ohio-woman-attacks-elderly-asian-194208386.html	NextShark					28.0	July 28, 2021	True	3.962004
FAA changes definition of who qualifies as an astronaut	https://news.yahoo.com//faa-changes-definition-qualifies-astronaut-224804267.html	CBS News Videos				RIGHT-CENTER BIAS	29.0	July 28, 2021	True	-1.648304
Workmen digging a well in a man's backyard discovered a $100 million windfall: a 2.5 million-carat sapphire cluster	https://news.yahoo.com//workmen-digging-well-mans-backyard-030446643.html	INSIDER				LEFT-CENTER BIAS	30.0	July 28, 2021	False	-1.566077
										ERROR
The sky is not falling': Provincetown outbreak shows vaccines work, even against Delta	https://news.yahoo.com//eight-hundred-cases-seven-hospitalizations-and-no-deaths-the-provincetown-outbreak-shows-vaccines-work-125324207.html	Yahoo News				LEFT-CENTER BIAS	1.0	July 30, 2021	True	-4.822177
The Vessel attraction in N.Y.C. closes again after another suicide	https://news.yahoo.com//vessel-attraction-nyc-closes-again-203100768.html	NBC News				LEFT-CENTER BIAS	2.0	July 30, 2021	False	-6.573594
Some restaurants may not survive renewed mask mandates	https://news.yahoo.com//restaurants-may-not-survive-renewed-112839796.html	Washington Post				LEFT-CENTER BIAS	3.0	July 30, 2021	True	-3.653994
Rep. Madison Cawthorn tried to board plane with gun; could face fine, status loss	https://news.yahoo.com//rep-madison-cawthorn-tried-board-005649049.html	USA TODAY				LEFT-CENTER BIAS	4.0	July 30, 2021	True	1.427426
U.S. sues Texas over Abbott order restricting transportation of undocumented immigrants	https://news.yahoo.com//u-sues-texas-over-abbott-223100254.html	NBC News				LEFT-CENTER BIAS	5.0	July 30, 2021	True	-2.838907
Sarah Ferguson speaks out on Duchess Meghan and why she would marry Prince Andrew 'all over again'	https://www.yahoo.com/gma/sarah-ferguson-speaks-duchess-meghan-122200394.html	Good Morning America				LEFT-CENTER BIAS	6.0	July 30, 2021	True	2.61414
Katie Ledecky won another gold medal and then laughed in the face of a reporter who asked if she was retiring	https://news.yahoo.com//katie-ledecky-won-another-gold-024540415.html	INSIDER				LEFT-CENTER BIAS	7.0	July 30, 2021	True	-2.873134
Minnesota woman found beheaded on sidewalk	https://news.yahoo.com//minnesota-woman-found-beheaded-sidewalk-012700198.html	Washington Examiner				RIGHT BIAS	8.0	July 30, 2021	False	0.93935
‘Fully Moderna vaccinated’: Miami businesswoman diagnosed with breakthrough COVID	https://news.yahoo.com//fully-moderna-vaccinated-miami-businesswoman-195803545.html	Miami Herald				LEFT-CENTER BIAS	9.0	July 30, 2021	True	4.508238
A company that owns 40 Burger Kings had to pay $459,000 to workers after it denied them sick leave, in Chicago's largest-ever labor-law fine	https://news.yahoo.com//company-owns-40-burger-kings-152000434.html	Business Insider				LEFT-CENTER BIAS	10.0	July 30, 2021	True	-1.011046
Simone Biles' ADHD medication is banned in Japan, but a Tokyo 2020 exemption allowed them for athletes	https://news.yahoo.com//simone-biles-couldnt-bring-her-185400413.html	INSIDER				LEFT-CENTER BIAS	11.0	July 30, 2021	True	-3.729214
Meet the typical Chinese millennial, who makes $22,000 a year but has no student debt, grew up in an economic boom, and has learned how to outhustle everyone else	https://news.yahoo.com//meet-typical-chinese-millennial-makes-080455153.html	INSIDER				LEFT-CENTER BIAS	12.0	July 30, 2021	True	-2.259145
Baltimore Aunt Drove Car for a Year With Kids Stuffed in Trunk: Cops	https://news.yahoo.com//baltimore-aunt-drove-car-kids-203244380.html	The Daily Beast				LEFT BIAS	13.0	July 30, 2021	True	7.987496
NFL quarterback says he was pressured to get vaccinated by league: 'If you don't fall in line, they'll make your life miserable'	https://news.yahoo.com//nfl-quarterback-says-pressured-vaccinated-211100439.html	Washington Examiner				RIGHT BIAS	14.0	July 30, 2021	False	3.504992
The wife of the slain Haitian president said she survived the attack because the assassins thought they'd killed her already	https://news.yahoo.com//wife-slain-haiti-president-said-121018906.html	Business Insider				LEFT-CENTER BIAS	15.0	July 30, 2021	True	-2.644404
Former soccer star Wayne Rooney apologizes to family and team he's coaching after photos of private party surfaced on social media	https://news.yahoo.com//former-soccer-star-wayne-rooney-073002344.html	INSIDER				LEFT-CENTER BIAS	16.0	July 30, 2021	True	-3.301637
South Korean archer An San gets support after receiving sexist comments about her hairstyle	https://news.yahoo.com//south-korean-archer-san-gets-165609494.html	NextShark					17.0	July 30, 2021	True	-7.772841
HUD PAVEs the way to tackle home appraisal discrimination	https://news.yahoo.com//hud-paves-way-tackle-home-043230759.html	KGO – San Francisco				LEFT-CENTER BIAS	18.0	July 30, 2021	True	-3.949276
Family has baby shower for pregnant 12-year-old, her accused rapist, Oklahoma cops say	https://news.yahoo.com//family-baby-shower-pregnant-12-204659487.html	Kansas City Star				LEFT-CENTER BIAS	19.0	July 30, 2021	False	5.015305
Man dies after he and wife are struck by lightning during family vacation in Florida	https://news.yahoo.com//man-dies-wife-struck-lightning-214100805.html	Washington Examiner				RIGHT BIAS	20.0	July 30, 2021	True	1.811458
Jalen Green makes history as highest-drafted Asian American player, third Filipino player in NBA	https://news.yahoo.com//jalen-green-makes-history-highest-213100619.html	NextShark					21.0	July 30, 2021	True	-1.523357
Stepfather of the Texas firefighter found dead in Cancún says his actions were 'out of character,' as other family suggest he was killed	https://news.yahoo.com//stepfather-texas-firefighter-found-dead-113342064.html	INSIDER				LEFT-CENTER BIAS	22.0	July 30, 2021	True	-1.424664
People on social media can't get enough of silver medalist Japanese surfer Kanoa Igarashi	https://news.yahoo.com//people-social-media-cant-enough-220320380.html	NextShark					23.0	July 30, 2021	True	4.137472
White former police officer avoids potential death sentence by pleading guilty to murdering Black woman he dated	https://news.yahoo.com//white-former-police-officer-avoids-213304856.html	INSIDER				LEFT-CENTER BIAS	24.0	July 30, 2021	True	-3.931155
Newsom predicts ‘profound consequences’ for Democrats nationwide if he loses recall election	https://news.yahoo.com//newsom-predicts-profound-consequences-democrats-213200762.html	Washington Examiner				RIGHT BIAS	25.0	July 30, 2021	True	-1.984943
Costco's typical shopper is a 39-year-old Asian American woman earning over $125K a year, report says	https://news.yahoo.com//costcos-typical-shopper-39-old-194123200.html	NextShark					26.0	July 30, 2021	True	-0.740469
10-year-old girl helps brother, grandma escape Kentucky home as intruder breaks in	https://news.yahoo.com//10-old-girl-helps-brother-180117566.html	Lexington Herald-Leader				LEFT-CENTER BIAS	27.0	July 30, 2021	True	4.644072
India men near return to field hockey glory with Olympic run	https://news.yahoo.com//india-men-near-return-field-142222779.html	Associated Press				LEAST BIASED	28.0	July 30, 2021	True	-0.536859
A missile race is heating up all across Asia	https://news.yahoo.com//missile-race-heating-across-asia-161819752.html	Business Insider				LEFT-CENTER BIAS	29.0	July 30, 2021	True	-0.526011
States that cut off unemployment early, like Idaho, see no hiring boom, at least not yet	https://news.yahoo.com//states-cut-off-unemployment-early-190604905.html	Idaho Statesman				LEAST BIASED	30.0	July 30, 2021	True	-6.351588
